InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
103836,D028,Daraz Model Car,5,31/01/2021 17:26,185.76,586,Pakistan
103837,D046,Wooden Daraz Keychain Set,3,10/07/2021 18:27,1990.32,941,Pakistan
103838,D010,Traditional Daraz Pottery Bowl,10,03/12/2021 16:08,348.76,792,Pakistan
103839,D031,Daraz Leather Wallet,9,06/11/2021 21:06,1061.95,976,Pakistan
103840,D045,Daraz Ceramic Vase,7,21/10/2021 12:20,1641.76,735,Pakistan
103841,D036,Daraz Printed T-shirt,9,23/03/2021 19:43,1304.27,953,Pakistan
103842,D022,Daraz Wooden Frame,1,03/12/2021 21:35,869.69,779,Pakistan
103843,D050,Traditional Daraz Pottery Bowl,6,25/03/2021 20:17,1477.38,788,Pakistan
103844,D050,Daraz Embroidered Towel,1,22/06/2021 3:06,283.39,206,Pakistan
103845,D009,Daraz Model Car,1,13/03/2021 17:19,769.92,678,Pakistan
103846,D035,Daraz Wooden Frame,4,30/06/2021 9:23,224.2,798,Pakistan
103847,D033,Daraz Wooden Frame,5,14/01/2021 17:00,1964.33,961,Pakistan
103848,D019,Daraz Handmade Notebook,10,25/07/2021 0:20,1432.25,228,Pakistan
103849,D027,Wooden Daraz Jewelry Box,8,03/12/2021 22:15,1695.36,550,Pakistan
103850,D027,Hand-painted Daraz Ceramic Plate,4,02/03/2021 22:05,1669.47,407,Pakistan
103851,D017,Daraz Decorative Lamp,1,02/03/2021 19:33,324.25,972,Pakistan
103852,D036,Handcrafted Daraz Decorative Figurine,1,05/09/2021 21:37,1789.03,394,Pakistan
103853,D004,Daraz Leather Wallet,8,12/06/2021 21:59,1880.25,618,Pakistan
103854,D012,Daraz Ceramic Vase,4,09/05/2021 15:30,1281.23,829,Pakistan
103855,D035,Miniature Daraz Truck Figurine,10,30/04/2021 14:51,1322.34,175,Pakistan
103856,D027,Daraz Model Car,9,08/10/2021 1:07,1677.36,653,Pakistan
103857,D011,Miniature Daraz Truck Figurine,2,29/10/2021 5:10,712.02,977,Pakistan
103858,D048,Daraz Handmade Notebook,6,11/09/2021 5:04,1965.39,890,Pakistan
103859,D013,Daraz Artisanal Clock,6,06/08/2021 16:53,144,327,Pakistan
103860,D033,Daraz Calligraphy Art Piece,4,02/04/2021 10:59,1027.49,692,Pakistan
103861,D005,Handwoven Daraz Pashmina Shawl,4,16/12/2021 23:52,1618.92,427,Pakistan
103862,D050,Wooden Daraz Jewelry Box,7,19/01/2021 20:37,828.7,528,Pakistan
103863,D034,Wooden Daraz Keychain Set,7,08/09/2021 21:09,365.32,572,Pakistan
103864,D001,Embroidered Daraz Cushion Cover,8,14/08/2021 2:05,1389.71,831,Pakistan
103865,D002,Daraz Handmade Notebook,1,20/06/2021 2:27,529.18,988,Pakistan
103866,D032,Hand-painted Daraz Ceramic Plate,1,15/10/2021 17:58,1705.61,363,Pakistan
103867,D038,Daraz Handmade Notebook,7,01/08/2021 10:35,340.57,635,Pakistan
103868,D028,Traditional Daraz Pottery Bowl,3,30/01/2021 16:27,579.61,758,Pakistan
103869,D004,Daraz Silk Scarf,8,05/02/2021 10:50,96.56,371,Pakistan
103870,D044,Daraz Embroidered Towel,9,17/12/2021 4:31,550.13,737,Pakistan
103871,D017,Daraz Ceramic Vase,3,16/04/2021 9:10,389.39,378,Pakistan
103872,D010,Daraz Model Car,9,28/07/2021 3:58,881.8,191,Pakistan
103873,D019,Miniature Daraz Truck Figurine,7,01/12/2021 18:11,924.37,214,Pakistan
103874,D044,Handcrafted Daraz Mug,8,01/04/2021 16:08,309.07,843,Pakistan
103875,D020,Embroidered Daraz Cushion Cover,10,20/12/2021 2:59,1103.6,124,Pakistan
103876,D047,Daraz Ceramic Vase,9,31/05/2021 20:02,1109.98,759,Pakistan
103877,D004,Daraz Handmade Notebook,6,06/06/2021 6:35,1687.77,765,Pakistan
103878,D049,Daraz Wooden Frame,5,16/10/2021 16:10,1951.6,426,Pakistan
103879,D047,Traditional Daraz Pottery Bowl,10,26/08/2021 1:48,1329.67,468,Pakistan
103880,D018,Daraz Calligraphy Art Piece,5,18/05/2021 0:19,1372.54,748,Pakistan
103881,D026,Daraz Embroidered Towel,7,03/07/2021 12:23,202.5,254,Pakistan
103882,D026,Daraz Artisanal Clock,6,12/12/2021 15:26,1914.89,209,Pakistan
103883,D026,Handwoven Daraz Pashmina Shawl,4,26/09/2021 3:27,1869.59,127,Pakistan
103884,D010,Embroidered Daraz Cushion Cover,10,05/02/2021 17:54,1198.48,243,Pakistan
103885,D034,Handcrafted Daraz Decorative Figurine,3,11/03/2021 14:35,1280.61,790,Pakistan
103886,D033,Traditional Daraz Pottery Bowl,5,08/07/2021 19:53,1428.1,534,Pakistan
103887,D023,Daraz Wooden Frame,10,15/01/2021 13:35,1481.52,416,Pakistan
103888,D038,Miniature Daraz Truck Figurine,8,08/04/2021 21:04,731.33,539,Pakistan
103889,D026,Daraz Decorative Lamp,8,30/11/2021 2:40,799.56,232,Pakistan
103890,D003,Daraz Embroidered Towel,7,05/12/2021 8:12,509.29,210,Pakistan
103891,D043,Daraz Ceramic Vase,1,26/05/2021 23:50,1927.02,975,Pakistan
103892,D010,Wooden Daraz Jewelry Box,3,15/02/2021 18:02,1196.65,701,Pakistan
103893,D025,Wooden Daraz Keychain Set,8,16/10/2021 15:13,518.9,829,Pakistan
103894,D033,Daraz Embroidered Towel,10,21/12/2021 6:30,1263.11,583,Pakistan
103895,D035,Daraz Silk Scarf,9,14/04/2021 11:04,1462.53,247,Pakistan
103896,D014,Daraz Embroidered Towel,2,24/05/2021 21:14,359.86,575,Pakistan
103897,D034,Handcrafted Daraz Mug,3,22/11/2021 15:00,454.25,691,Pakistan
103898,D029,Handwoven Daraz Pashmina Shawl,5,26/03/2021 3:25,1063.64,333,Pakistan
103899,D016,Hand-painted Daraz Ceramic Plate,6,09/05/2021 0:32,1345.43,973,Pakistan
103900,D010,Daraz Embroidered Towel,4,31/01/2021 9:25,556.41,151,Pakistan
103901,D041,Daraz Model Car,6,27/09/2021 17:30,1676.15,563,Pakistan
103902,D011,Miniature Daraz Truck Figurine,5,09/05/2021 1:53,53.15,316,Pakistan
103903,D013,Daraz Handmade Notebook,4,24/02/2021 1:46,660.76,435,Pakistan
103904,D034,Hand-painted Daraz Ceramic Plate,10,05/03/2021 6:53,518.54,702,Pakistan
103905,D014,Handwoven Daraz Pashmina Shawl,8,06/06/2021 11:46,1863.87,766,Pakistan
103906,D019,Handwoven Daraz Pashmina Shawl,7,22/01/2021 3:40,796.63,688,Pakistan
103907,D014,Daraz Model Car,1,21/02/2021 9:02,379.52,998,Pakistan
103908,D028,Daraz Wooden Frame,10,04/09/2021 4:06,1002.97,564,Pakistan
103909,D047,Daraz Silk Scarf,10,23/11/2021 0:23,373.01,961,Pakistan
103910,D023,Daraz Artisanal Clock,4,09/08/2021 11:31,704.17,967,Pakistan
103911,D002,Daraz Ceramic Vase,2,10/07/2021 14:10,1530.05,102,Pakistan
103912,D017,Hand-painted Daraz Ceramic Plate,3,09/12/2021 14:30,1754.31,857,Pakistan
103913,D029,Handcrafted Daraz Mug,10,17/07/2021 6:45,1958.83,314,Pakistan
103914,D016,Daraz Printed T-shirt,6,25/02/2021 6:18,540.32,556,Pakistan
103915,D047,Miniature Daraz Truck Figurine,1,22/12/2021 16:10,670.13,832,Pakistan
103916,D010,Handwoven Daraz Pashmina Shawl,9,27/05/2021 16:56,310.66,571,Pakistan
103917,D023,Daraz Artisanal Clock,8,17/09/2021 20:22,596.14,235,Pakistan
103918,D025,Wooden Daraz Jewelry Box,4,08/05/2021 10:02,322.87,376,Pakistan
103919,D003,Handcrafted Daraz Mug,1,22/05/2021 13:25,66.86,815,Pakistan
103920,D008,Handcrafted Daraz Mug,8,07/12/2021 7:43,387.39,204,Pakistan
103921,D049,Embroidered Daraz Cushion Cover,8,25/07/2021 16:26,861.31,493,Pakistan
103922,D011,Daraz Decorative Lamp,4,30/08/2021 21:00,1380.59,839,Pakistan
103923,D016,Daraz Embroidered Towel,2,04/04/2021 9:23,451.6,901,Pakistan
103924,D016,Miniature Daraz Truck Figurine,3,01/10/2021 23:50,1373.06,994,Pakistan
103925,D046,Miniature Daraz Truck Figurine,1,03/03/2021 11:02,763.81,805,Pakistan
103926,D015,Wooden Daraz Jewelry Box,4,07/01/2021 11:29,787,611,Pakistan
103927,D050,Hand-painted Daraz Ceramic Plate,8,15/06/2021 8:41,1236.31,998,Pakistan
103928,D046,Daraz Printed T-shirt,5,29/12/2021 18:49,832.67,444,Pakistan
103929,D003,Embroidered Daraz Cushion Cover,2,16/01/2021 10:20,670.07,328,Pakistan
103930,D017,Handcrafted Daraz Mug,6,10/07/2021 17:12,1744.43,961,Pakistan
103931,D005,Wooden Daraz Keychain Set,4,30/05/2021 21:03,1808.57,292,Pakistan
103932,D036,Daraz Model Car,1,18/08/2021 10:52,700.38,613,Pakistan
103933,D043,Handwoven Daraz Pashmina Shawl,9,25/12/2021 19:37,831.11,706,Pakistan
103934,D039,Daraz Printed T-shirt,3,27/11/2021 9:15,1660.32,108,Pakistan
103935,D041,Handcrafted Daraz Mug,9,09/10/2021 10:25,972.23,873,Pakistan
103936,D043,Handwoven Daraz Pashmina Shawl,1,16/05/2021 18:29,1866.05,567,Pakistan
103937,D046,Daraz Leather Wallet,4,03/02/2021 12:32,1503.13,124,Pakistan
103938,D035,Handcrafted Daraz Decorative Figurine,1,20/05/2021 17:23,1951.41,536,Pakistan
103939,D010,Handwoven Daraz Pashmina Shawl,6,24/10/2021 19:42,712.5,269,Pakistan
103940,D012,Embroidered Daraz Cushion Cover,4,02/07/2021 7:26,275.29,203,Pakistan
103941,D030,Miniature Daraz Truck Figurine,9,25/11/2021 14:17,1521.4,853,Pakistan
103942,D043,Handcrafted Daraz Decorative Figurine,6,14/10/2021 21:17,1265.16,108,Pakistan
103943,D048,Daraz Model Car,9,18/07/2021 8:35,1872.91,550,Pakistan
103944,D001,Daraz Printed T-shirt,6,23/05/2021 5:58,1533.3,995,Pakistan
103945,D003,Daraz Ceramic Vase,8,17/12/2021 10:40,1500.22,756,Pakistan
103946,D002,Wooden Daraz Jewelry Box,2,21/09/2021 3:25,590.32,711,Pakistan
103947,D002,Daraz Model Car,4,15/12/2021 6:40,698.46,945,Pakistan
103948,D008,Daraz Printed T-shirt,7,09/12/2021 11:46,250.26,280,Pakistan
103949,D028,Handcrafted Daraz Decorative Figurine,1,15/01/2021 14:21,1872.62,328,Pakistan
103950,D020,Wooden Daraz Jewelry Box,6,01/06/2021 11:26,1912.5,226,Pakistan
103951,D008,Daraz Ceramic Vase,4,03/10/2021 13:09,818.96,906,Pakistan
103952,D032,Wooden Daraz Keychain Set,8,23/11/2021 9:48,1248.99,393,Pakistan
103953,D044,Daraz Decorative Lamp,3,23/05/2021 21:15,1894.43,236,Pakistan
103954,D025,Daraz Handmade Notebook,7,22/02/2021 6:06,515.83,394,Pakistan
103955,D024,Traditional Daraz Pottery Bowl,7,13/10/2021 14:22,256.49,471,Pakistan
103956,D031,Daraz Printed T-shirt,1,22/03/2021 11:06,1190.74,369,Pakistan
103957,D008,Daraz Silk Scarf,8,07/10/2021 2:27,1343.09,505,Pakistan
103958,D010,Wooden Daraz Keychain Set,1,10/02/2021 13:05,1219.29,886,Pakistan
103959,D001,Handwoven Daraz Pashmina Shawl,8,22/11/2021 7:01,65.07,385,Pakistan
103960,D005,Daraz Model Car,3,06/04/2021 16:05,1714.4,982,Pakistan
103961,D002,Traditional Daraz Pottery Bowl,7,13/11/2021 8:21,555.56,526,Pakistan
103962,D029,Daraz Handmade Notebook,8,26/10/2021 7:57,1180.41,719,Pakistan
103963,D034,Daraz Artisanal Clock,2,02/06/2021 13:54,1615.71,674,Pakistan
103964,D020,Embroidered Daraz Cushion Cover,8,21/02/2021 12:10,1439.83,583,Pakistan
103965,D001,Daraz Calligraphy Art Piece,10,14/05/2021 2:34,404.4,187,Pakistan
103966,D036,Daraz Decorative Lamp,9,10/11/2021 12:20,1956.57,467,Pakistan
103967,D015,Daraz Calligraphy Art Piece,7,16/12/2021 21:20,1546.05,104,Pakistan
103968,D049,Daraz Embroidered Towel,5,06/02/2021 19:10,1199.03,381,Pakistan
103969,D041,Daraz Handmade Notebook,1,15/05/2021 10:19,1552.75,738,Pakistan
103970,D023,Daraz Wooden Frame,9,17/02/2021 21:34,1668.73,291,Pakistan
103971,D042,Wooden Daraz Keychain Set,6,18/05/2021 13:59,694.43,688,Pakistan
103972,D040,Embroidered Daraz Cushion Cover,7,04/01/2021 18:23,1283.09,455,Pakistan
103973,D021,Hand-painted Daraz Ceramic Plate,6,01/03/2021 1:13,1047.99,759,Pakistan
103974,D003,Embroidered Daraz Cushion Cover,2,12/05/2021 14:57,448.02,490,Pakistan
103975,D016,Daraz Wooden Frame,7,14/01/2021 0:05,1765.19,890,Pakistan
103976,D034,Traditional Daraz Pottery Bowl,3,06/12/2021 9:40,1717.99,195,Pakistan
103977,D039,Daraz Leather Wallet,10,03/02/2021 16:52,480.23,664,Pakistan
103978,D039,Daraz Decorative Lamp,6,30/10/2021 10:28,67.13,320,Pakistan
103979,D037,Daraz Artisanal Clock,1,01/04/2021 7:37,667.39,160,Pakistan
103980,D043,Daraz Handmade Notebook,10,19/08/2021 22:24,1567.17,420,Pakistan
103981,D002,Wooden Daraz Jewelry Box,6,02/08/2021 19:26,867.36,992,Pakistan
103982,D015,Daraz Ceramic Vase,2,17/11/2021 2:09,1556.55,539,Pakistan
103983,D043,Embroidered Daraz Cushion Cover,8,01/07/2021 16:09,1533.76,151,Pakistan
103984,D050,Wooden Daraz Keychain Set,1,20/09/2021 12:26,1818.51,726,Pakistan
103985,D015,Traditional Daraz Pottery Bowl,4,06/08/2021 4:09,1627.23,167,Pakistan
103986,D015,Traditional Daraz Pottery Bowl,6,24/05/2021 20:52,1731.19,440,Pakistan
103987,D002,Wooden Daraz Jewelry Box,2,28/06/2021 8:12,718.93,146,Pakistan
103988,D040,Daraz Decorative Lamp,8,19/10/2021 10:36,773.14,211,Pakistan
103989,D018,Wooden Daraz Jewelry Box,5,31/07/2021 1:59,1650.46,654,Pakistan
103990,D042,Daraz Decorative Lamp,8,30/06/2021 20:00,171.87,265,Pakistan
103991,D006,Traditional Daraz Pottery Bowl,2,08/09/2021 21:40,1172.1,239,Pakistan
103992,D010,Embroidered Daraz Cushion Cover,1,20/08/2021 9:31,602.61,246,Pakistan
103993,D003,Daraz Leather Wallet,10,18/06/2021 13:02,1085.32,577,Pakistan
103994,D036,Embroidered Daraz Cushion Cover,10,03/06/2021 10:29,742.02,563,Pakistan
103995,D041,Daraz Embroidered Towel,7,01/01/2021 3:56,386.69,960,Pakistan
103996,D045,Miniature Daraz Truck Figurine,6,19/10/2021 9:24,1329.81,502,Pakistan
103997,D040,Daraz Embroidered Towel,9,22/12/2021 6:25,1277.65,222,Pakistan
103998,D036,Daraz Leather Wallet,6,21/08/2021 3:20,211.15,655,Pakistan
103999,D017,Daraz Decorative Lamp,10,11/12/2021 4:36,1365.38,606,Pakistan
104000,D044,Handcrafted Daraz Decorative Figurine,2,07/04/2021 19:20,1475.05,900,Pakistan
104001,D027,Wooden Daraz Keychain Set,5,28/04/2021 11:56,1592.11,346,Pakistan
104002,D018,Daraz Model Car,10,22/11/2021 13:54,1469.9,746,Pakistan
104003,D018,Miniature Daraz Truck Figurine,5,30/05/2021 12:50,293.44,188,Pakistan
104004,D039,Daraz Wooden Frame,10,24/11/2021 11:14,660.84,317,Pakistan
104005,D038,Daraz Calligraphy Art Piece,9,27/06/2021 5:28,911.74,468,Pakistan
104006,D014,Miniature Daraz Truck Figurine,9,09/09/2021 14:38,795.41,206,Pakistan
104007,D022,Embroidered Daraz Cushion Cover,7,10/03/2021 10:09,1705.82,386,Pakistan
104008,D005,Handcrafted Daraz Decorative Figurine,7,04/11/2021 14:07,560.42,661,Pakistan
104009,D024,Daraz Leather Wallet,7,22/08/2021 16:50,1293.01,704,Pakistan
104010,D005,Daraz Silk Scarf,5,10/10/2021 0:42,613.2,789,Pakistan
104011,D005,Daraz Silk Scarf,3,07/05/2021 20:09,438.17,940,Pakistan
104012,D043,Daraz Artisanal Clock,8,21/09/2021 16:54,261.51,271,Pakistan
104013,D020,Daraz Model Car,8,07/08/2021 11:58,1753.03,664,Pakistan
104014,D009,Traditional Daraz Pottery Bowl,7,25/02/2021 10:50,1978.29,689,Pakistan
104015,D029,Daraz Printed T-shirt,2,04/05/2021 5:38,802.06,851,Pakistan
104016,D019,Daraz Calligraphy Art Piece,6,25/11/2021 20:14,1498.82,874,Pakistan
104017,D008,Daraz Embroidered Towel,5,22/05/2021 8:09,1750.4,264,Pakistan
104018,D024,Daraz Decorative Lamp,6,22/07/2021 14:53,444.09,691,Pakistan
104019,D034,Daraz Silk Scarf,3,21/12/2021 16:50,1199.83,190,Pakistan
104020,D008,Daraz Handmade Notebook,5,14/12/2021 11:54,297.58,453,Pakistan
104021,D004,Handwoven Daraz Pashmina Shawl,4,19/12/2021 21:15,1352.3,365,Pakistan
104022,D009,Handcrafted Daraz Decorative Figurine,5,12/04/2021 23:21,990.69,663,Pakistan
104023,D011,Miniature Daraz Truck Figurine,7,27/07/2021 22:54,1642.32,185,Pakistan
104024,D025,Miniature Daraz Truck Figurine,5,18/07/2021 10:40,962.9,710,Pakistan
104025,D034,Daraz Model Car,3,07/03/2021 12:11,141.32,419,Pakistan
104026,D045,Handcrafted Daraz Decorative Figurine,9,29/05/2021 17:15,1347.22,139,Pakistan
104027,D002,Daraz Silk Scarf,4,25/02/2021 13:05,1961.04,101,Pakistan
104028,D022,Daraz Decorative Lamp,3,24/10/2021 2:14,482.71,375,Pakistan
104029,D010,Embroidered Daraz Cushion Cover,5,09/07/2021 18:48,1641.15,533,Pakistan
104030,D046,Handwoven Daraz Pashmina Shawl,3,05/10/2021 4:01,275.73,866,Pakistan
104031,D028,Daraz Artisanal Clock,3,05/09/2021 8:01,1186.56,171,Pakistan
104032,D032,Traditional Daraz Pottery Bowl,1,14/12/2021 22:50,427.24,917,Pakistan
104033,D027,Daraz Printed T-shirt,9,05/02/2021 4:02,509.6,465,Pakistan
104034,D035,Daraz Artisanal Clock,7,11/02/2021 1:37,311.18,857,Pakistan
104035,D028,Handcrafted Daraz Decorative Figurine,4,16/02/2021 9:11,1316.13,507,Pakistan
104036,D031,Daraz Wooden Frame,6,31/10/2021 22:36,1441.03,557,Pakistan
104037,D044,Daraz Leather Wallet,4,11/06/2021 18:51,425.89,111,Pakistan
104038,D005,Daraz Decorative Lamp,6,08/09/2021 15:21,1226.11,989,Pakistan
104039,D033,Daraz Leather Wallet,8,23/05/2021 18:12,1218.95,136,Pakistan
104040,D007,Daraz Calligraphy Art Piece,7,30/06/2021 22:37,1410.08,751,Pakistan
104041,D046,Daraz Ceramic Vase,10,19/08/2021 8:36,1017.34,874,Pakistan
104042,D003,Hand-painted Daraz Ceramic Plate,3,16/10/2021 17:32,460.03,220,Pakistan
104043,D029,Daraz Model Car,8,20/04/2021 7:06,627.43,181,Pakistan
104044,D014,Daraz Wooden Frame,6,05/11/2021 0:56,1124.4,614,Pakistan
104045,D019,Daraz Printed T-shirt,2,11/02/2021 2:58,754.34,168,Pakistan
104046,D006,Daraz Ceramic Vase,7,12/12/2021 13:48,693.84,698,Pakistan
104047,D010,Hand-painted Daraz Ceramic Plate,2,22/05/2021 1:07,1467.18,452,Pakistan
104048,D012,Handwoven Daraz Pashmina Shawl,4,22/05/2021 18:21,1597.77,139,Pakistan
104049,D001,Handcrafted Daraz Decorative Figurine,8,18/06/2021 1:26,1875.53,252,Pakistan
104050,D015,Daraz Model Car,4,10/06/2021 18:14,1255.18,361,Pakistan
104051,D017,Daraz Decorative Lamp,7,03/02/2021 2:41,55.3,699,Pakistan
104052,D039,Hand-painted Daraz Ceramic Plate,4,14/02/2021 8:49,1066.63,783,Pakistan
104053,D022,Daraz Artisanal Clock,4,02/07/2021 2:25,795.77,124,Pakistan
104054,D039,Hand-painted Daraz Ceramic Plate,4,16/07/2021 20:50,437.25,986,Pakistan
104055,D001,Daraz Artisanal Clock,3,12/09/2021 0:53,1942.01,929,Pakistan
104056,D018,Daraz Handmade Notebook,9,06/01/2021 12:48,1625.13,305,Pakistan
104057,D027,Daraz Ceramic Vase,6,01/07/2021 11:27,126.21,390,Pakistan
104058,D020,Daraz Decorative Lamp,5,29/09/2021 2:05,1640.93,379,Pakistan
104059,D047,Embroidered Daraz Cushion Cover,7,01/04/2021 13:54,353.47,578,Pakistan
104060,D016,Handcrafted Daraz Mug,9,15/08/2021 19:01,1420.61,571,Pakistan
104061,D033,Daraz Leather Wallet,7,26/12/2021 16:01,116.64,933,Pakistan
104062,D022,Daraz Artisanal Clock,7,03/03/2021 11:40,799.72,602,Pakistan
104063,D044,Daraz Leather Wallet,7,01/06/2021 18:51,59.17,629,Pakistan
104064,D008,Daraz Silk Scarf,10,13/11/2021 0:59,153.33,296,Pakistan
104065,D013,Daraz Calligraphy Art Piece,8,31/10/2021 15:20,1384.08,898,Pakistan
104066,D034,Daraz Calligraphy Art Piece,6,17/01/2021 7:33,1621.27,608,Pakistan
104067,D030,Daraz Calligraphy Art Piece,2,28/04/2021 23:40,1516.47,959,Pakistan
104068,D042,Handwoven Daraz Pashmina Shawl,3,18/10/2021 19:57,817.31,730,Pakistan
104069,D011,Daraz Ceramic Vase,7,15/02/2021 5:13,1343.91,559,Pakistan
104070,D026,Daraz Silk Scarf,3,14/06/2021 5:29,1538.8,526,Pakistan
104071,D034,Daraz Model Car,7,29/07/2021 13:12,833.22,752,Pakistan
104072,D024,Daraz Ceramic Vase,2,27/05/2021 8:17,122.26,445,Pakistan
104073,D032,Hand-painted Daraz Ceramic Plate,5,09/01/2021 6:48,496.52,477,Pakistan
104074,D028,Daraz Ceramic Vase,5,20/03/2021 23:59,117.47,831,Pakistan
104075,D026,Wooden Daraz Jewelry Box,10,17/12/2021 0:38,364.96,551,Pakistan
104076,D005,Daraz Ceramic Vase,10,09/11/2021 22:45,941.02,432,Pakistan
104077,D004,Traditional Daraz Pottery Bowl,5,10/10/2021 3:51,1173.98,906,Pakistan
104078,D037,Daraz Wooden Frame,7,14/05/2021 19:52,547.75,523,Pakistan
104079,D039,Hand-painted Daraz Ceramic Plate,8,19/10/2021 8:07,473.63,470,Pakistan
104080,D050,Daraz Wooden Frame,3,27/09/2021 16:59,1331.53,851,Pakistan
104081,D046,Daraz Handmade Notebook,1,30/03/2021 19:03,1780.7,517,Pakistan
104082,D023,Traditional Daraz Pottery Bowl,6,27/07/2021 16:43,436.22,443,Pakistan
104083,D036,Daraz Decorative Lamp,3,09/04/2021 9:39,1960.31,941,Pakistan
104084,D050,Wooden Daraz Keychain Set,3,05/11/2021 7:19,1250.25,774,Pakistan
104085,D038,Daraz Embroidered Towel,5,23/11/2021 1:07,298.36,534,Pakistan
104086,D011,Daraz Handmade Notebook,8,04/02/2021 9:33,791.11,343,Pakistan
104087,D006,Traditional Daraz Pottery Bowl,7,27/05/2021 4:53,546.62,651,Pakistan
104088,D025,Daraz Model Car,5,03/06/2021 22:33,844.95,549,Pakistan
104089,D023,Daraz Calligraphy Art Piece,1,25/03/2021 3:09,715.37,527,Pakistan
104090,D029,Daraz Wooden Frame,10,03/02/2021 18:39,312.38,421,Pakistan
104091,D019,Daraz Decorative Lamp,2,21/07/2021 10:03,1249.72,729,Pakistan
104092,D031,Handcrafted Daraz Mug,2,24/01/2021 4:47,1131.75,224,Pakistan
104093,D038,Wooden Daraz Jewelry Box,2,19/06/2021 7:36,1524.99,246,Pakistan
104094,D032,Daraz Model Car,5,10/05/2021 16:07,139.65,537,Pakistan
104095,D021,Daraz Ceramic Vase,5,22/01/2021 16:19,1252.84,281,Pakistan
104096,D043,Traditional Daraz Pottery Bowl,8,06/09/2021 2:11,691.02,628,Pakistan
104097,D030,Wooden Daraz Keychain Set,6,10/09/2021 7:03,700.95,448,Pakistan
104098,D034,Daraz Decorative Lamp,2,26/09/2021 0:58,679.22,564,Pakistan
104099,D030,Handwoven Daraz Pashmina Shawl,1,20/04/2021 2:15,1959.59,794,Pakistan
104100,D027,Daraz Model Car,9,06/09/2021 2:06,1641.41,361,Pakistan
104101,D024,Embroidered Daraz Cushion Cover,7,03/08/2021 22:13,1943.44,624,Pakistan
104102,D001,Daraz Embroidered Towel,7,22/11/2021 17:09,1300.59,891,Pakistan
104103,D028,Daraz Embroidered Towel,8,24/02/2021 15:22,1907.18,992,Pakistan
104104,D042,Daraz Decorative Lamp,6,17/06/2021 12:00,1727.63,948,Pakistan
104105,D034,Daraz Wooden Frame,4,21/01/2021 21:47,693.27,119,Pakistan
104106,D003,Daraz Decorative Lamp,8,13/12/2021 9:36,956.1,489,Pakistan
104107,D023,Daraz Decorative Lamp,10,14/01/2021 13:06,1701.12,134,Pakistan
104108,D020,Handcrafted Daraz Mug,10,03/01/2021 7:46,684.19,588,Pakistan
104109,D032,Daraz Wooden Frame,3,07/06/2021 6:41,1757.86,310,Pakistan
104110,D008,Daraz Embroidered Towel,8,09/12/2021 17:57,1716.7,108,Pakistan
104111,D008,Handcrafted Daraz Mug,10,06/08/2021 16:13,82.72,674,Pakistan
104112,D011,Daraz Silk Scarf,9,21/08/2021 20:33,1415.29,612,Pakistan
104113,D040,Miniature Daraz Truck Figurine,3,31/10/2021 21:35,552.32,468,Pakistan
104114,D033,Hand-painted Daraz Ceramic Plate,8,06/07/2021 10:56,1730.52,969,Pakistan
104115,D002,Daraz Calligraphy Art Piece,3,14/11/2021 2:38,759.46,649,Pakistan
104116,D041,Daraz Printed T-shirt,2,07/12/2021 5:51,1878.16,906,Pakistan
104117,D007,Hand-painted Daraz Ceramic Plate,1,23/02/2021 11:07,1337.81,479,Pakistan
104118,D019,Miniature Daraz Truck Figurine,1,16/03/2021 16:05,1789.2,403,Pakistan
104119,D006,Daraz Silk Scarf,7,30/01/2021 11:03,124.85,593,Pakistan
104120,D021,Daraz Embroidered Towel,9,22/02/2021 7:39,1568.74,587,Pakistan
104121,D050,Traditional Daraz Pottery Bowl,3,25/05/2021 8:42,454.36,764,Pakistan
104122,D025,Daraz Handmade Notebook,3,31/12/2021 1:53,80.75,917,Pakistan
104123,D034,Handwoven Daraz Pashmina Shawl,5,09/04/2021 1:45,1953,428,Pakistan
104124,D007,Miniature Daraz Truck Figurine,3,30/01/2021 13:38,1082.56,539,Pakistan
